unit,carriage,c_load,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 
MIO_TKM,HIRE,RU,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,RU,FI	168 	60 	43 	66 	79 	247 	156 	291 	138 	148 	178 	207 	302 	255 	386 	311 	324 	253 	297 	300 	180 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,RU,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26 	0 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,RU,HR	7 	: 	: 	: 	: 	10 	12 	: 	: 	11 	19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,RU,HU	28 	23 	33 	35 	24 	59 	53 	71 	50 	27 	: 	33 	34 	14 	32 	12 	12 	5 	28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,RU,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	: 	: 	: 	47 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,RU,LT	292 	272 	202 	238 	241 	423 	203 	219 	155 	101 	158 	199 	281 	188 	257 	195 	208 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,RU,LV	239 	352 	245 	245 	279 	191 	254 	387 	144 	181 	87 	209 	293 	213 	227 	175 	146 	115 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,RU,NL	: 	16 	: 	14 	8 	16 	: 	22 	2 	: 	1 	7 	12 	15 	1 	: 	0 	2 	1 	1 	12 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,RU,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 	: 	: 	2 	: 	1 	2 	: 	1 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,RU,PL	1173 	1374 	878 	844 	406 	838 	515 	449 	370 	184 	264 	289 	512 	301 	534 	270 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,RU,RO	63 	49 	24 	81 	77 	18 	: 	15 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,RU,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	9 	4 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,RU,SI	25 	27 	: 	6 	11 	41 	21 	23 	32 	28 	21 	30 	23 	31 	1 	32 	7 	: 	45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,RU,SK	62 	13 	8 	16 	6 	94 	72 	46 	: 	: 	14 	5 	23 	47 	7 	58 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,RU,UK	: 	: 	: 	: 	: 	: 	8 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SA,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,AT	30 	36 	53 	38 	59 	73 	83 	80 	89 	106 	88 	134 	163 	180 	179 	243 	200 	201 	199 	161 	137 	2 	5 	8 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,BE	: 	: 	: 	6 	3 	2 	5 	: 	3 	: 	2 	5 	2 	5 	7 	10 	9 	7 	25 	28 	12 	8 	16 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,BG	: 	: 	136 	27 	: 	91 	: 	: 	19 	: 	: 	14 	48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,CY	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,CZ	110 	95 	103 	125 	110 	151 	230 	243 	208 	254 	170 	180 	183 	213 	331 	289 	189 	206 	130 	52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,DE	214 	335 	255 	412 	393 	510 	521 	455 	582 	553 	685 	988 	881 	877 	763 	857 	749 	785 	710 	596 	521 	498 	381 	272 	310 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,HIRE,SE,DK	183 	294 	368 	348 	272 	368 	349 	421 	421 	455 	799 	1147 	1142 	1070 	1350 	1008 	1037 	817 	854 	845 	876 	680 	812 	815 	742 	730 	476 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,HIRE,SE,EE	58 	63 	79 	42 	47 	28 	36 	32 	41 	46 	48 	85 	120 	51 	97 	41 	79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,EL	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,HIRE,SE,ES	102 	65 	106 	116 	62 	93 	158 	182 	141 	136 	70 	100 	135 	140 	172 	113 	214 	211 	206 	215 	169 	18 	87 	73 	66 	0 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2375 	: 	: 	763 	313 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,FI	456 	519 	424 	540 	678 	416 	444 	652 	648 	1104 	692 	756 	629 	734 	783 	1064 	809 	750 	744 	864 	774 	726 	603 	593 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,FR	: 	3 	: 	2 	: 	: 	8 	2 	: 	1 	: 	3 	8 	16 	6 	49 	50 	40 	48 	62 	77 	186 	200 	153 	173 	166 	179 	183 	103 	220 	102 	116 	56 	60 	74 	62 	29 	0 
MIO_TKM,HIRE,SE,HR	28 	35 	28 	34 	: 	14 	6 	: 	: 	: 	10 	29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,HU	21 	22 	35 	33 	25 	42 	12 	47 	27 	66 	61 	67 	86 	84 	52 	60 	50 	36 	21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,IE	: 	11 	: 	: 	: 	: 	: 	3 	: 	2 	: 	: 	5 	2 	12 	6 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	134 	32 	63 	21 	: 	: 	12 	20 	: 	: 	5 	0 	100 	94 	100 	: 	69 	204 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,LT	103 	145 	103 	114 	149 	90 	90 	66 	62 	90 	31 	37 	45 	55 	36 	30 	32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,LU	: 	: 	1 	: 	: 	1 	0 	: 	: 	2 	: 	2 	1 	: 	: 	: 	1 	3 	: 	: 	: 	: 	: 	: 	0 	2 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,LV	36 	87 	37 	69 	45 	46 	52 	56 	38 	31 	19 	67 	42 	26 	47 	44 	41 	23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,NL	476 	374 	315 	343 	333 	408 	340 	339 	443 	359 	319 	438 	535 	586 	483 	482 	470 	484 	440 	477 	470 	464 	447 	418 	0 	0 	0 	0 	0 	330 	315 	272 	245 	207 	0 	166 	0 	0 
MIO_TKM,HIRE,SE,NO	702 	787 	699 	575 	665 	684 	750 	896 	740 	808 	704 	1044 	1151 	1127 	613 	610 	641 	607 	630 	547 	534 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,PL	1288 	1559 	2000 	1567 	1485 	1255 	1028 	480 	1050 	1117 	668 	706 	706 	744 	560 	617 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,PT	25 	46 	49 	55 	27 	48 	51 	106 	117 	13 	48 	16 	93 	31 	52 	38 	23 	101 	78 	34 	77 	112 	19 	9 	0 	80 	9 	20 	35 	58 	44 	11 	7 	0 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,RO	54 	74 	38 	109 	46 	98 	62 	25 	1 	7 	: 	86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,SI	53 	49 	43 	55 	21 	1 	37 	34 	31 	35 	7 	38 	30 	11 	50 	21 	7 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,SK	51 	17 	52 	43 	119 	29 	37 	15 	119 	41 	26 	23 	87 	46 	46 	41 	35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SE,UK	14 	9 	6 	4 	21 	0 	3 	1 	0 	0 	2 	1 	0 	7 	1 	3 	7 	5 	8 	21 	15 	10 	13 	8 	5 	10 	4 	10 	7 	3 	6 	8 	0 	0 	2 	8 	3 	4 
MIO_TKM,HIRE,SI,AT	16 	19 	24 	26 	34 	37 	42 	33 	45 	33 	26 	24 	44 	47 	31 	29 	39 	30 	37 	39 	37 	21 	19 	18 	27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SI,BE	14 	1 	7 	4 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	1 	: 	3 	: 	4 	: 	3 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SI,BG	36 	37 	1 	: 	79 	5 	: 	16 	54 	12 	: 	9 	66 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SI,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SI,CZ	26 	42 	79 	36 	39 	68 	98 	178 	71 	91 	57 	93 	93 	120 	79 	40 	50 	25 	102 	70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SI,DE	10 	12 	14 	28 	23 	8 	44 	15 	14 	21 	18 	26 	34 	24 	12 	9 	39 	47 	4 	55 	35 	49 	5 	31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SI,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SI,EE	: 	: 	: 	: 	: 	: 	: 	: 	9 	: 	5 	4 	: 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SI,EL	: 	: 	: 	: 	8 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SI,ES	: 	: 	23 	7 	9 	: 	20 	32 	: 	9 	: 	: 	15 	26 	2 	14 	: 	12 	17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SI,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SI,FR	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 	: 	10 	3 	12 	7 	9 	2 	1 	29 	: 	2 	36 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SI,HR	215 	198 	194 	196 	174 	117 	112 	99 	102 	105 	99 	156 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SI,HU	258 	301 	295 	295 	218 	227 	188 	154 	205 	198 	128 	115 	161 	91 	44 	19 	11 	7 	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SI,IT	65 	58 	54 	20 	95 	48 	94 	27 	123 	117 	51 	30 	66 	72 	103 	74 	26 	68 	36 	42 	22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SI,LT	16 	: 	18 	25 	4 	16 	16 	13 	18 	29 	1 	62 	8 	: 	6 	11 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SI,LV	: 	21 	12 	: 	20 	: 	: 	: 	9 	: 	7 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SI,NL	15 	4 	6 	: 	0 	: 	7 	: 	0 	11 	1 	2 	2 	0 	5 	1 	6 	5 	10 	11 	12 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SI,PL	698 	414 	364 	234 	252 	318 	335 	175 	193 	148 	54 	75 	121 	124 	65 	35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SI,PT	2 	11 	0 	: 	: 	: 	: 	2 	: 	48 	: 	: 	: 	: 	30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SI,RO	26 	99 	74 	35 	52 	55 	53 	32 	23 	14 	26 	4 	57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SI,SE	: 	: 	: 	: 	: 	: 	5 	9 	1 	: 	1 	3 	: 	2 	3 	1 	: 	: 	11 	4 	0 	5 	2 	1 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SI,SK	136 	155 	129 	235 	83 	117 	45 	107 	107 	69 	143 	40 	64 	13 	62 	44 	24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SI,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	0 	: 	0 	: 	: 	: 	8 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,AT	21 	19 	26 	30 	35 	29 	38 	23 	30 	42 	27 	21 	24 	16 	21 	14 	21 	26 	28 	25 	28 	12 	17 	14 	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,BE	: 	: 	: 	: 	6 	: 	: 	3 	: 	6 	4 	4 	2 	1 	5 	2 	6 	4 	: 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,BG	19 	3 	92 	: 	23 	: 	8 	36 	28 	23 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,CZ	355 	439 	509 	512 	713 	682 	545 	545 	470 	495 	456 	563 	496 	453 	323 	403 	413 	358 	421 	350 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,DE	53 	66 	34 	60 	14 	27 	39 	28 	26 	58 	53 	45 	66 	74 	70 	66 	96 	82 	76 	97 	157 	79 	50 	24 	15 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	6 	8 	7 	: 	: 	0 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,EE	: 	: 	: 	: 	9 	14 	7 	3 	1 	: 	7 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,EL	: 	: 	16 	: 	8 	: 	1 	7 	71 	58 	75 	: 	11 	8 	12 	10 	: 	: 	: 	: 	: 	: 	7 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,ES	89 	21 	135 	25 	56 	21 	10 	38 	48 	41 	: 	28 	: 	24 	24 	23 	: 	3 	: 	5 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,FR	0 	: 	: 	: 	: 	: 	: 	: 	14 	3 	6 	10 	: 	2 	: 	: 	: 	7 	5 	4 	7 	20 	0 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,HR	22 	38 	28 	50 	20 	13 	19 	17 	22 	16 	26 	26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,HU	396 	347 	440 	395 	341 	317 	310 	327 	345 	208 	218 	160 	196 	115 	83 	54 	18 	16 	23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	4 	8 	: 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,IT	13 	: 	8 	: 	21 	37 	33 	27 	: 	4 	96 	17 	78 	61 	64 	57 	48 	59 	29 	63 	73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,LI	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,LT	44 	22 	16 	23 	27 	38 	16 	28 	6 	10 	20 	41 	5 	8 	27 	21 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,LU	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,LV	9 	9 	10 	15 	7 	6 	8 	5 	14 	5 	: 	22 	7 	9 	7 	15 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,NL	4 	4 	: 	1 	5 	: 	13 	: 	2 	6 	5 	: 	: 	: 	9 	13 	15 	7 	8 	7 	4 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 	9 	2 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,PL	1265 	1105 	1142 	1354 	1370 	1065 	1240 	1117 	861 	571 	653 	529 	417 	256 	378 	154 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,PT	34 	57 	: 	: 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,RO	86 	126 	73 	82 	124 	54 	56 	41 	47 	43 	6 	: 	10 	117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,SE	: 	: 	: 	: 	: 	20 	: 	: 	1 	: 	2 	0 	: 	0 	1 	1 	: 	1 	: 	: 	1 	1 	1 	5 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,SI	61 	63 	58 	50 	32 	55 	74 	61 	61 	39 	67 	56 	52 	27 	28 	16 	27 	6 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SK,UK	14 	5 	: 	: 	: 	: 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SL,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SL,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SM,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SM,HU	: 	: 	: 	: 	: 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,HIRE,SM,IT	37 	51 	95 	74 	75 	84 	79 	13 	121 	79 	85 	78 	46 	78 	141 	179 	91 	129 	101 	102 	31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
