aid,view,danmaku,reply,favorite,coin,share,now_rank,his_rank,like
7325,7666,304,46,34,2,5,0,0,2
7326,1610,116,4,25,2,6,0,0,1
7328,3675,148,28,65,5,1,0,0,2
7329,-1,430,108,106,1,2,0,0,0
7331,2770,122,26,22,1,3,0,0,0
7332,2485,186,15,37,2,2,0,0,0
7333,1508,21,10,5,0,0,0,0,0
7335,73254,1077,71,1373,41,138,0,332,3
7336,253,35,17,7,0,6,0,0,0
7338,-1,425,53,37,0,4,0,0,0
7339,84453,14561,59,456,17,4,0,0,3
7340,855,1289,112,44,0,6,0,0,0
7341,15851,1173,36,143,15,8,0,0,4
7345,21652,2953,206,602,13,4,0,0,0
7347,10124,594,18,6,1,6,0,0,0
7350,5660,97,36,35,1,5,0,506,0
7352,4972,100,34,10,1,0,0,0,0
7353,598,12,4,16,0,7,0,0,0
7355,2805,45,13,3,0,4,0,0,0
7356,1146,108,5,7,0,5,0,0,0
7357,3116,428,31,4,0,2,0,0,0
7358,835,11,11,7,0,5,0,0,1
7364,557,35,16,99,4,9,0,0,2
7366,944,16,7,8,1,1,0,0,1
7367,1106,75,17,6,0,6,0,0,0
7368,-1,350,8,2,0,4,0,0,0
7369,1196,191,3,1,0,6,0,0,0
7371,2393,65,8,16,2,3,0,0,0
7373,5754,1027,24,38,0,8,0,0,0
7375,1755,146,14,4,0,3,0,0,0
7376,27516,1489,98,261,9,8,0,0,2
7377,423,16,8,3,0,2,0,0,0
7378,706,20,11,3,0,4,0,0,2
7379,3384,9,22,10,1,2,0,0,0
7380,244,1040,14,27,0,3,0,0,0
7381,7921,450,48,64,4,6,0,0,1
7383,8198,556,7,135,1,1,0,0,0
7384,16847,207,33,289,10,16,0,0,11
7392,6751,329,17,61,8,7,0,0,0
7393,33882,2431,134,311,69,72,0,979,12
7397,1305,100,7,37,2,3,0,0,0
7399,20996,1036,14,27,0,2,0,0,1
7400,1801,116,5,1,0,7,0,0,0
7401,34081,1763,32,266,8,6,0,0,2
7403,1943,74,5,2,0,3,0,0,0
7406,1264,29,9,3,0,2,0,0,0
7409,2032,324,10,4,0,6,0,0,0
7410,1877,79,14,1,0,2,0,0,0
7411,68,60,5,7,1,1,0,0,0
7412,4300,336,20,55,0,7,0,0,0
7414,14590,1864,29,106,19,12,0,0,1
7415,5747,111,40,63,0,8,0,0,2
7416,896,18,4,3,0,14,0,0,0
7418,1580,108,14,0,1,3,0,0,1
7421,2345,55,9,1,0,0,0,0,0
7422,648,7,9,0,0,4,0,0,0
7423,842,17,1,1,1,3,0,0,0
7424,873,16,3,0,0,1,0,0,0
7426,33,33,3,4,1,2,0,0,1
7427,18186,1180,49,122,16,4,0,0,3
7428,1659,23,8,4,1,3,0,0,0
7429,68,56,10,2,0,2,0,0,0
7433,-1,1866,210,536,14,13,0,0,1
7436,11883,301,24,219,15,31,0,0,5
7437,924,16,2,3,0,2,0,0,0
7439,8020,1234,26,76,3,4,0,794,1
7440,5557,185,3,26,3,5,0,0,0
7441,9224,168,51,304,11,5,0,0,0
7442,1892,22,5,16,5,5,0,0,3
7443,3530,280,28,5,0,2,0,0,0
7449,562,10,8,1,0,6,0,0,1
7450,6902,76,46,72,11,7,0,0,9
7453,1545,48,11,6,0,2,0,0,0
7454,2527,84,12,38,0,6,0,0,0
7455,123,170,7,5,0,6,0,0,0
7456,10886,708,85,110,3,4,0,0,0
7458,715,55,6,5,0,0,0,0,0
7459,608,12,12,6,0,1,0,0,0
7463,30378,2073,263,861,72,42,0,0,11
7464,20693,594,155,1072,129,24,0,546,6
7465,1201,57,14,46,2,1,0,0,1
7466,76487,1,73,67,31,7,0,0,0
7467,71745,1286,60,572,39,410,0,0,27
7468,2612,158,38,60,4,3,0,0,2
7470,7908,549,26,25,2,4,0,0,0
7471,639,25,6,10,0,5,0,0,2
7475,597,8,10,1,0,2,0,0,0
7476,35,6,3,5,0,4,0,0,1
7477,-1,307,73,274,21,14,0,0,2
7478,4293,168,24,31,1,6,0,0,1
7479,28,350,46,26,0,3,0,0,0
7480,11145,679,73,110,3,6,0,0,2
7481,4286,1266,56,48,2,1,0,0,0
7482,26648,1599,47,210,13,5,0,0,2
7484,43582,5860,127,395,68,56,0,146,1
7485,572,10,4,1,0,2,0,0,0
7486,6136,83,12,46,3,4,0,0,0
7487,659,21,8,5,0,0,0,0,1
7488,1290,36,7,6,1,2,0,0,0
7489,1950,33,11,23,0,3,0,0,0
7490,941,307,9,7,0,2,0,0,0
7491,2165,90,21,17,0,3,0,0,0
7493,25987,1705,35,25,9,4,0,0,0
7494,5917,210,19,26,0,8,0,0,1
7497,1132,80,19,1,1,2,0,0,0
7498,9059,843,69,45,1,6,0,0,0
7499,2956,149,16,5,0,7,0,0,0
7500,3384,66,14,7,0,1,0,0,0
7501,7250,343,33,42,3,6,0,0,0
7502,969,205,7,3,0,3,0,0,0
7503,-1,344,17,37,9,8,0,0,0
7504,492,33,4,3,0,5,0,0,1
7505,2562,91,19,64,8,4,0,0,7
7506,20459,1644,52,119,6,2,0,0,1
7507,12599,575,40,30,1,6,0,0,0
7508,2126,424,27,7,0,4,0,0,0
7509,62,22,5,4,0,8,0,0,0
7510,11947,2138,34,42,4,2,0,0,1
7512,31236,1763,68,235,24,15,0,728,1
7514,-1,2243,101,890,45,10,0,0,0
7516,1153,26,7,4,1,8,0,0,0
7517,28,209,23,2,0,4,0,0,0
7519,4699,244,26,48,1,5,0,0,1
7521,443,5,2,3,0,3,0,0,1
7523,2045,67,12,12,0,5,0,0,0
7524,2457,80,21,19,0,4,0,0,0
7525,3154,167,21,9,1,4,0,0,0
7527,50205,695,259,2084,118,84,0,0,93
7528,839,194,10,14,1,4,0,0,0
7529,1741,131,20,54,3,4,0,0,4
7532,1511,87,12,12,0,2,0,0,1
7533,84,39,6,15,2,4,0,0,0
7534,5113,364,16,41,1,5,0,0,1
7536,3129,1589,21,23,0,4,0,0,0
7537,2779,163,16,7,2,4,0,0,0
7538,1475,35,14,9,0,4,0,0,1
7539,-1,269,17,17,0,4,0,0,0
7540,92400,3479,104,1541,67,15,0,0,13
7541,1853,44,71,15,0,1,0,0,0
7542,2486,69,5,4,0,5,0,0,1
7543,1155,195,4,1,0,4,0,0,0
7544,17502,2354,41,132,19,5,0,0,1
7546,4373,137,15,7,0,6,0,0,0
7548,1743,107,9,5,0,3,0,0,0
7551,61,18,10,12,1,8,0,0,1
7552,26528,436,29,289,14,11,0,0,1
7553,8105,459,10,25,4,3,0,0,0
7554,6013,132,24,17,2,2,0,0,0
7555,1654,53,11,8,1,1,0,0,0
7559,406,33,8,4,0,5,0,0,1
7560,7695,648,24,36,1,6,0,0,0
7562,1620,20,6,2,0,4,0,0,0
7565,234428,5236,556,3145,224,497,0,298,26
7566,9092,609,51,107,5,8,0,0,0
7567,2633,83,6,7,0,3,0,0,0
7568,925,14,6,3,0,2,0,0,1
7569,2317,43,22,17,0,1,0,0,0
7572,1847,256,19,5,0,6,0,0,0
7574,289,98,37,34,2,2,0,0,0
7576,934,10,6,3,0,4,0,0,0
7579,503,9,5,2,0,3,0,0,0
7581,1705,34,11,4,0,3,0,0,0
7582,1517,8,6,4,2,3,0,0,0
7583,1607,21,8,17,2,6,0,0,0
7584,2309,150,51,26,0,5,0,0,0
7585,-1,2297,79,13,0,5,0,0,0
7587,1681,590,8,2,2,1,0,0,0
7588,10902,205,86,350,16,19,0,0,11
7590,788,154,8,2,0,1,0,0,0
7591,957,22,11,21,1,9,0,0,2
7592,4125,282,22,10,0,5,0,0,0
7593,1754,133,23,73,10,5,0,0,8
7594,675,72,12,11,2,3,0,0,2
7595,78,61,14,2,0,3,0,0,0
7596,1215,82,4,5,0,4,0,0,0
7597,664,26,6,4,0,6,0,0,0
7598,758,13,1,1,0,4,0,0,0
7599,16333,254,50,95,6,5,0,0,1
7600,1117,21,7,2,1,3,0,0,0
7601,1749,221,6,1,0,4,0,0,0
7602,7118,12,11,18,0,5,0,0,0
7603,783,75,10,5,0,4,0,0,0
7604,2245,32,6,5,0,1,0,0,0
7606,6474,348,72,17,0,5,0,0,0
7608,1873,73,14,21,0,5,0,0,0
7610,13563,301,179,330,40,9,0,0,13
7611,291,43,5,11,1,6,0,0,0
7612,1622,40,11,3,0,4,0,0,0
7613,1876,82,9,19,0,7,0,0,0
7614,5805,343,9,6,0,1,0,0,0
7615,4473,87,19,11,1,2,0,0,0
7616,3759,100,18,14,0,5,0,0,0
7617,6721,182,9,33,0,6,0,0,0
7619,1925,44,20,8,0,5,0,0,1
7620,-1,27,9,2,0,2,0,0,0
7621,2918,84,29,52,1,4,0,0,2
7622,-1,122,35,92,8,9,0,0,0
7626,1946,87,6,6,2,4,0,0,1
7628,105292,5104,305,641,206,141,0,0,3
7631,5764,399,26,23,6,10,0,0,0
7632,25,14,6,0,0,5,0,0,0
7633,2245,64,17,11,0,3,0,0,0
7634,7509,106,6,9,0,4,0,0,0
7635,1390,65,16,16,5,8,0,0,0
7636,2752,155,21,4,0,2,0,0,0
7637,3243,124,19,31,14,6,0,0,2
7639,15950,781,62,136,10,11,0,0,2
7640,1157,25,8,12,0,3,0,0,0
7641,2900,760,11,3,0,3,0,0,0
7643,187,250,20,30,2,6,0,0,0
7645,1112,141,7,1,0,3,0,0,0
7646,954,24,5,6,1,4,0,0,0
7647,9382,101,45,258,19,20,0,0,7
7649,6341,104,15,10,2,3,0,0,0
7656,29,10,1,1,0,3,0,0,0
7659,1903,81,14,47,2,5,0,0,2
7662,595,10,7,4,0,7,0,0,0
7663,21674,1539,110,137,7,22,0,0,6
7665,1909,59,8,38,4,8,0,0,1
7669,2634,124,5,9,0,6,0,0,0
7672,1080,88,3,2,0,2,0,0,0
7673,2805,205,31,11,0,5,0,0,0
7675,997,20,12,17,0,5,0,0,0
7678,12382,176,41,73,2,6,0,0,0
7680,-1,913,536,1668,248,85,0,948,17
7681,868,145,8,22,1,8,0,0,3
7682,2469,104,5,14,1,6,0,0,0
7685,12570,1163,19,106,9,9,0,0,0
7686,-1,128,29,95,6,3,0,0,1
7687,13870,1727,35,150,9,4,0,0,1
7688,91,11,6,6,1,1,0,0,0
7689,-1,115,30,49,2,3,0,0,1
7690,593,24,4,6,0,2,0,0,0
7694,23127,1359,85,265,10,18,0,0,6
7695,1515,19,8,4,1,4,0,0,0
7698,1626,98,5,3,0,3,0,0,0
7699,510,2,1,1,0,6,0,0,0
7701,1272,68,3,5,0,2,0,0,0
7702,3355,446,14,9,0,3,0,0,0
7703,8241,445,18,27,2,5,0,0,0
7704,585,23,6,2,0,4,0,0,0
7705,1768,82,18,1,1,4,0,0,0
7706,12520,1717,42,101,56,10,0,0,6
7707,1015,46,4,1,0,3,0,0,0
7708,-1,2722,63,218,17,8,0,0,1
7709,4257,48,17,41,4,5,0,0,1
7710,1864,56,2,21,3,7,0,0,0
7712,4864,171,30,23,4,5,0,0,1
7713,4388,114,53,28,3,5,0,0,0
7716,1120,43,3,3,0,4,0,0,0
7719,953,45,7,12,1,6,0,0,0
7720,59118,1689,189,854,111,60,0,0,8
7723,1217,33,15,10,1,3,0,0,0
7726,21880,1524,98,235,20,15,0,0,1
7727,762,10,5,1,0,4,0,0,0
7728,3308,121,8,22,0,8,0,0,0
7731,595,8,7,8,1,5,0,0,2
7732,530,4,4,4,0,0,0,0,0
7734,-1,320,22,40,3,1,0,0,1
7735,9271,100,123,21,6,2,0,0,0
7741,1546,55,3,12,2,1,0,0,0
7744,490,24,2,1,2,1,0,0,0
7745,6715,283,44,47,4,13,0,0,2
7749,1636,92,37,5,0,1,0,0,0
7750,10056,1229,27,5,0,6,0,0,0
7752,2680,73,14,32,0,5,0,0,0
7753,2615,156,18,14,0,7,0,0,0
7754,1774,112,19,25,1,6,0,0,0
7755,3419,68,35,135,35,8,0,0,4
7759,5217,262,35,25,4,3,0,0,2
7760,1805,32,14,29,2,1,0,0,0
7761,9522,219,31,75,3,12,0,0,1
7762,1221,110,9,16,0,5,0,0,0
7765,18402,612,56,70,3,11,0,0,1
7767,-1,832,33,161,2,9,0,0,0
7768,1953,189,20,11,0,5,0,0,0
7769,765,39,1,6,0,6,0,0,0
7770,1309,52,4,1,0,1,0,0,0
7772,1807,32,8,5,1,3,0,0,0
7775,826,46,5,10,0,3,0,0,0
7777,8227,126,90,161,13,16,0,0,7
7778,3755,72,11,6,0,0,0,0,0
7779,10908,100,31,10,0,4,0,0,0
7781,1140,26,6,3,0,3,0,0,0
7782,13091,1581,30,109,6,1,0,0,1
7783,2256,89,16,40,1,4,0,0,0
7784,1062,25,10,3,0,3,0,0,178
7785,1339,57,6,10,0,6,0,0,0
7786,2463,134,5,5,1,1,0,0,0
7787,4994,235,8,6,2,3,0,0,0
7788,6595,111,39,14,0,5,0,0,0
7790,10604,104,35,37,0,12,0,148,0
7791,748,6,5,4,0,4,0,0,0
7792,8912,138,46,74,11,8,0,0,1
7793,23643,2112,52,112,4,5,0,298,0
7795,-1,91,26,59,3,7,0,0,1
7796,2893,100,7,1,2,3,0,0,0
7797,-1,4,3,10,0,3,0,0,0
7798,3019,84,6,8,0,5,0,0,1
7799,6497,254,29,61,1,6,0,0,1
7800,604,12,4,4,0,3,0,0,0
7802,1782,161,14,3,0,2,0,0,0
7803,1756,38,13,1,0,4,0,0,0
7805,1401,102,3,6,3,5,0,0,0
7807,4308,207,10,10,4,5,0,0,0
7808,4168,1002,19,6,0,4,0,0,0
7809,27896,425,32,599,22,68,0,0,1
7812,2179,101,12,15,0,3,0,0,0
7815,1230,48,15,11,0,4,0,0,1
7816,3141,277,11,2,0,1,0,0,0
7817,25140,1258,97,601,9,5,0,0,0
7818,3138,24,12,5,1,3,0,0,0
7819,25762,694,67,468,16,18,0,0,0
7820,21759,228,63,707,54,16,0,0,16
7824,7592,3209,87,12,0,6,0,0,0
7825,4157,251,20,21,0,3,0,0,0
7826,937,37,6,6,1,3,0,0,0
7828,2164,51,10,18,0,7,0,0,0
7830,825,30,5,12,0,3,0,0,0
7831,908,8,0,1,0,2,0,0,0
7832,33485,801,113,686,75,75,0,357,15
7833,3564,240,3,2,0,8,0,0,0
7834,1741,193,7,4,0,6,0,0,0
7835,1621,64,7,1,0,0,0,0,0
7836,43745,1542,68,292,10,376,0,0,9
7837,1756,68,16,1,0,8,0,0,0
7838,1537,66,3,1,0,3,0,0,0
7839,8204,628,8,13,5,3,0,0,0
7842,5742,242,6,13,1,4,0,0,0
7843,1955,32,7,13,0,2,0,0,1
7845,1132,24,7,5,0,1,0,0,1
7846,1426,179,13,14,1,5,0,0,0
7847,1983,39,5,28,1,6,0,0,0
7848,15353,419,19,177,3,3,0,0,0
7849,2924,291,10,4,0,4,0,0,0
7850,1628,61,4,1,0,5,0,0,1
7851,868,0,2,2,0,1,0,0,0
7852,1110,24,6,1,0,2,0,0,0
7854,14650,1012,32,112,8,6,0,0,2
7859,2697,681,9,6,2,3,0,0,1
7860,15530,102,17,54,3,21,0,0,0
7863,3225,83,9,23,2,4,0,0,3
7864,5636,223,32,2,0,3,0,0,4
7865,4682,241,19,11,1,3,0,0,0
7867,1525,39,6,6,2,0,0,0,0
7868,1298,33,6,3,0,3,0,0,0
7869,3122,868,28,11,0,6,0,0,0
7870,1211,7,15,4,0,4,0,0,0
7872,3098,245,22,4,1,1,0,0,0
7877,3903,995,37,13,0,3,0,0,0
7881,2636,107,7,4,2,5,0,0,0
7884,7368,184,17,113,6,9,0,0,2
7885,1014,19,5,2,0,3,0,0,0
7886,1122,76,17,11,0,4,0,0,0
7887,1480,200,21,6,0,6,0,0,0
7889,2919,86,17,15,2,1,0,0,0
7890,1146,24,13,12,0,6,0,0,0
7892,5565,326,26,9,0,5,0,0,0
7894,8429,1198,38,44,3,9,0,0,0
7895,1842,47,15,15,3,3,0,0,0
7898,2726,88,9,27,4,6,0,0,0
7899,6879,1515,6,27,3,2,0,0,1
7900,12614,334,70,207,12,7,0,0,2
7901,48459,825,116,793,37,70,0,821,105
7902,5094,17,24,49,3,1,0,0,0
7903,716,5,7,4,1,5,0,0,0
7904,1129,34,5,14,2,5,0,0,0
7905,748,0,3,4,2,3,0,0,0
7906,1701,27,11,2,1,8,0,0,0
7907,1852,270,9,33,1,0,0,0,0
7908,1356,23,5,6,1,4,0,0,0
7909,1281,40,4,3,2,5,0,0,0
7910,4073,221,25,9,2,3,0,0,0
7911,3098,141,22,18,5,6,0,0,0
7912,27375,151,33,59,7,4,0,113,0
7914,5331,140,7,154,8,13,0,0,6
7915,15325,2780,59,104,3,8,0,0,1
7916,1670,253,15,12,0,4,0,0,0
7920,5299,233,26,30,1,4,0,0,0
7923,1865,133,10,5,0,4,0,0,0
7924,21270,2503,23,7,4,2,0,0,0
7925,3203,807,18,5,1,3,0,0,0
7926,1440,78,8,5,1,1,0,0,0
7927,3706,223,9,20,0,11,0,0,0
7929,923,7,0,2,0,7,0,0,0
7931,1159,24,8,15,0,8,0,0,0
7932,3423,118,26,11,2,4,0,0,1
7933,1466,59,12,18,4,10,0,0,0
7934,14306,1168,25,97,6,7,0,0,1
7935,956,11,6,1,0,5,0,0,0
7938,762,14,10,11,1,6,0,0,2
7939,1170,30,10,3,0,1,0,0,0
7940,9452,152,17,19,0,7,0,0,0
7942,833,19,6,3,0,6,0,0,0
7945,4011,243,25,29,1,6,0,0,1
7946,-1,263,63,234,17,6,0,0,0
7954,1199,471,7,2,0,3,0,0,0
7955,1755,39,11,4,0,3,0,0,0
7956,2557,116,7,21,0,1,0,0,0
7960,2042,177,14,2,0,2,0,0,0
7962,14905,618,37,251,12,15,0,0,12
7963,-1,6781,153,766,32,20,0,0,11
7966,2009,192,20,2,0,6,0,0,0
7967,2595,100,14,16,0,2,0,0,0
7970,3258,164,39,17,0,4,0,0,0
7971,1486,8,7,11,0,3,0,0,0
7973,4767,153,24,58,1,7,0,0,0
7974,5855,370,21,25,1,3,0,0,0
7975,1270,43,21,64,5,5,0,0,1
7976,3072,107,21,2,1,6,0,0,1
7977,45845,3697,172,401,28,15,0,0,4
7979,1064,63,12,14,0,3,0,0,0
7980,541,4,11,11,0,4,0,0,2
7982,10409,502,44,51,12,12,0,0,1
7983,752,14,3,4,1,1,0,0,0
7985,3003,62,29,11,1,10,0,0,1
7986,8797,1055,43,75,3,8,0,0,0
7988,4944,530,25,5,1,0,0,0,0
7989,1127,30,12,7,0,5,0,0,0
7993,7867,373,11,8,1,2,0,0,1
7995,4648,83,14,11,1,7,0,0,1
7996,87119,3148,608,1366,169,43,0,839,16
8001,957,83,9,14,1,8,0,0,2
8011,4136,704,17,24,2,6,0,0,0
8012,1973,29,23,20,4,4,0,0,3
8014,62725,2154,34,29,29,5,0,0,0
8015,3041,100,7,10,0,7,0,0,0
8016,1067,107,12,13,0,5,0,0,0
8017,587,13,5,8,0,3,0,0,1
8018,1248,15,17,29,1,4,0,0,2
8019,2319,107,20,17,0,7,0,0,0
8022,944,110,4,0,0,2,0,0,0
8023,3610,92,12,8,0,3,0,0,0
8024,3916,470,14,13,1,4,0,0,2
8026,19284,1941,59,147,6,2,0,0,0
8028,32287,953,150,51,1,8,0,147,3
8029,26991,1358,90,243,14,8,0,0,4
8030,1407,34,8,13,1,6,0,0,0
8033,1868,108,16,7,0,4,0,0,0
8035,-1,33,11,4,0,3,0,0,0
8036,3225,176,18,1,0,2,0,0,0
8037,5424,231,8,8,1,2,0,0,0
8038,1590,56,9,16,1,6,0,0,0
8041,-1,83,19,17,0,2,0,0,0
8042,439,5,5,1,0,3,0,0,0
8043,3570,259,8,9,0,5,0,0,0
8044,686,25,15,10,1,2,0,0,0
8047,76318,781,43,411,33,545,0,0,22
8049,742,8,2,7,1,2,0,0,0
8051,19507,891,15,27,7,7,0,0,1
8053,-1,104,24,79,3,10,0,0,0
8054,2062,307,15,5,0,1,0,0,0
8057,8374,134,54,68,0,3,0,0,2
8058,1350,121,10,5,1,7,0,0,1
8060,1816,71,8,2,0,4,0,0,0
8062,24017,1263,34,16,8,2,0,0,0
8063,6585,661,42,47,2,3,0,0,0
8064,1763,114,26,8,4,10,0,0,1
8066,3697,139,14,23,0,6,0,0,0
8073,14060,1354,51,103,0,6,0,0,0
8074,2485,38,11,57,5,7,0,0,0
8077,953,153,9,13,1,2,0,0,0
8079,3635,94,12,3,1,5,0,0,0
8082,3934,143,16,14,0,1,0,0,0
8083,1150,217,11,22,2,6,0,0,0
8084,723,87,10,12,0,3,0,0,1
8085,2392,277,16,5,0,1,0,0,0
8086,2015,151,30,19,2,4,0,0,1
8087,146194,7823,99,700,138,131,0,0,15
8088,1341,568,19,8,0,2,0,0,0
8089,-1,477,110,51,0,1,0,0,1
8091,5022,573,44,25,1,3,0,0,0
8092,1132,44,4,1,0,4,0,0,0
8093,701,16,24,0,0,1,0,0,0
8095,5644,477,54,91,3,6,0,0,1
8096,1102,18,7,12,2,3,0,0,0
8100,3203,28,25,3,0,7,0,0,1
8101,603,9,6,1,1,3,0,0,0
8103,3365,75,9,3,0,4,0,0,0
8104,112131,7939,111,1667,70,28,0,0,7
8107,3856,188,24,30,1,1,0,0,0
8108,6300,57,8,7,1,1,0,0,0
8109,1316,28,8,16,0,0,0,0,0
8110,3426,188,14,8,0,4,0,0,0
8111,2556,29,8,17,1,8,0,0,0
8112,1050,7,3,3,0,2,0,0,0
8113,8362,1031,18,16,4,6,0,0,0
8115,3893,134,15,7,0,4,0,0,0
8116,1392,206,4,3,1,6,0,0,0
8117,1141,10,4,3,0,4,0,0,0
8118,75040,2700,187,1347,123,231,0,0,52
8123,6502,65,48,9,0,2,0,0,0
8124,846,102,5,1,2,3,0,0,0
8126,37232,531,61,582,33,22,0,0,4
8127,2257,79,10,9,3,5,0,0,0
8129,1368,263,7,5,0,2,0,0,0
8131,12633,385,30,130,9,2,0,695,1
8132,4376,254,5,8,1,6,0,0,0
8135,11798,566,56,95,0,5,0,0,0
8136,4877,95,19,21,7,3,0,0,5
8137,-1,181,7,43,2,3,0,0,0
8138,2820,56,26,19,2,7,0,0,1
8139,3042,1056,15,7,0,5,0,0,0
8140,1020,93,3,12,1,5,0,0,0
8141,11512,288,33,77,4,6,0,0,0
8145,3446,173,21,25,0,8,0,0,0
8146,6176,271,45,44,0,7,0,0,0
8147,5506,405,79,83,12,10,0,0,5
8151,23704,927,32,73,12,6,0,0,13
8154,3874,611,16,22,1,4,0,0,0
8158,10014,110,24,92,5,5,0,0,1
8159,776,119,8,1,0,9,0,0,0
8160,6345,572,29,22,0,9,0,0,0
8161,1522,25,5,8,1,4,0,0,0
8162,4661,264,18,26,1,5,0,0,0
8165,10918,1169,35,36,4,3,0,0,0
8169,1340,86,22,26,0,4,0,0,0
8170,1736,66,49,34,0,1,0,0,0
8171,6640,206,27,37,3,6,0,0,0
8174,894,49,2,3,0,7,0,0,0
8175,13156,2299,24,87,11,9,0,0,0
8176,2606,41,7,3,0,4,0,0,0
8180,6999,429,21,17,2,8,0,0,1
8181,8357,283,34,48,0,3,0,0,0
8184,7342,227,9,31,6,14,0,0,4
8189,1591,166,5,2,0,3,0,0,0
8190,3047,43,9,19,6,6,0,0,0
8191,1283,32,5,2,0,8,0,0,0
8192,4045,220,29,16,2,6,0,0,0
8193,3713,177,27,16,1,2,0,0,0
8194,3522,154,12,17,0,8,0,0,0
8195,7613,668,16,23,0,6,0,0,0
8196,792,40,4,2,0,3,0,0,0
8197,658,6,5,4,0,3,0,0,0
8201,5835,459,19,2,0,2,0,0,0
8202,1252,14,13,15,0,2,0,0,0
8203,2902,63,4,4,1,2,0,0,0
8204,1153,12,6,5,0,6,0,0,0
8205,4295,191,28,19,3,6,0,0,1
8206,2060,102,5,4,3,6,0,0,0
8207,11493,92,30,254,8,22,0,0,5
8209,8777,351,24,62,9,12,0,0,3
8210,5541,654,34,10,0,4,0,0,1
8211,1129,22,4,1,0,4,0,0,0
8212,3329,263,8,33,3,2,0,0,0
8214,8389,211,24,92,6,10,0,0,6
8215,6304,85,25,44,4,3,0,0,4
8216,3765,72,6,17,1,7,0,0,1
8219,427770,0,4452,1298,134,22,0,201,294
8221,-1,31,6,6,0,6,0,0,0
8223,10871,152,91,834,36,83,0,0,61
8224,661,15,5,6,0,3,0,0,0
8225,1726,52,15,38,6,5,0,0,2
8226,1130,8,9,9,1,4,0,0,0
8227,17011,542,85,452,15,16,0,0,1
8228,1314,7,2,15,5,5,0,0,0
8231,1326,9,8,11,0,1,0,0,0
8232,7816,174,22,100,10,16,0,0,2
8234,4411,96,26,39,2,3,0,0,1
8235,17398,924,67,90,1,9,0,0,0
8237,2533,21,9,21,2,3,0,0,0
8238,7479,1326,35,161,7,3,0,0,1
8239,12716,209,47,127,16,10,0,452,3
8241,1826,93,15,13,0,3,0,0,0
8245,7067,224,31,85,3,14,0,0,1
8246,1306,39,10,2,0,8,0,0,0
8249,-1,85,48,66,0,2,0,0,0
8251,964,10,8,12,1,4,0,0,0
8252,3332,148,19,21,2,7,0,0,0
8255,2010,67,15,8,0,0,0,0,0
8256,63387,1116,174,1285,120,39,0,0,8
8257,11656,280,22,56,2,12,0,795,1
8260,5472,176,25,43,8,3,0,0,0
8262,1637,5,6,10,3,3,0,0,1
8263,2181,101,12,6,0,2,0,0,1
8264,1378,150,8,1,0,8,0,0,0
8267,3374,60,11,36,2,3,0,0,0
8269,-1,126,28,13,1,4,0,0,0
8270,18511,2079,56,129,20,45,0,0,8
8271,3990,141,27,67,1,2,0,0,0
8274,2142,49,16,14,2,9,0,0,0
8276,-1,61,8,5,1,1,0,0,0
8277,1186,27,4,3,0,3,0,0,0
8278,1565,15,6,16,2,5,0,0,0
8280,626,9,3,1,0,6,0,0,0
8282,2375,145,18,11,0,3,0,0,0
8285,4776,218,13,23,7,9,0,0,0
8286,22611,2090,40,81,12,24,0,0,5
8287,5881,70,17,22,2,5,0,0,0
8289,12060,1313,57,252,3,2,0,0,3
8293,859,32,14,21,3,4,0,0,1
8295,659,63,5,10,0,3,0,0,1
8296,-1,133,32,67,13,13,0,0,2
8301,29566,864,14,150,2,5,0,0,0
8302,449,4,1,1,0,2,0,0,0
8304,2251,55,7,19,0,4,0,0,0
8306,5023,1304,47,77,4,3,0,0,2
8307,18790,2998,166,67,1,4,0,0,0
8309,3166,314,14,16,0,4,0,0,0
8310,9310,477,35,116,16,10,0,0,3
8312,1717,47,8,4,0,4,0,0,0
8313,2699,116,11,9,0,4,0,0,0
8321,3150,166,8,12,0,2,0,0,0
8323,-1,21,9,7,0,6,0,0,0
8324,-1,53,10,5,0,6,0,0,0
8325,40282,34,101,777,38,10,0,0,3
8326,1454,34,8,9,0,7,0,0,0
8327,5186,230,24,29,0,10,0,0,0
8329,27435,497,93,71,0,8,0,0,1
8331,2269,119,36,15,8,3,0,0,0
8332,29828,4138,74,273,63,79,0,825,31
8335,4959,54,20,36,1,6,0,0,0
8338,3652,682,23,10,1,4,0,0,0
8339,2388,86,4,15,0,6,0,0,0
8340,4225,247,13,49,0,5,0,0,1
8346,32156,2726,99,119,6,11,0,0,5
8349,12279,113,46,123,22,5,0,404,1
8350,4987,1036,25,45,3,3,0,0,2
8351,3208,267,32,21,0,2,0,0,0
8352,12425,455,73,221,16,21,0,0,1
8353,29001,556,92,239,13,12,0,0,5
8355,1551,72,8,12,0,3,0,0,0
8356,2377,235,9,2,0,3,0,0,0
8357,20979,551,40,124,0,4,0,0,0
8358,1608,16,4,1,1,3,0,0,1
8359,4202,93,26,28,2,3,0,0,0
8361,1470,35,11,19,1,2,0,0,1
8362,2624,182,17,25,0,4,0,0,0
8363,17032,255,168,785,97,30,0,0,69
8364,1227,76,4,1,0,3,0,0,0
8365,2685,116,9,0,0,3,0,0,0
8366,7622,532,9,3,6,4,0,0,1
8367,11733,384,20,256,49,69,0,0,6
8368,7746,971,25,102,1,2,0,0,0
8369,4888,156,18,8,0,3,0,0,0
