direct,unit,rep_mar\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 
IN,THS_T,IT_0ITRAN	25118 	25505 	23393 	22391 	21480 	19797 	19368 	19394 	19918 	19369 	19677 	26186 	23671 	24398 	21216 	22538 	21812 	20563 	20171 	19648 	15366 	17036 	15130 
IN,THS_T,IT_0ITREG	2208 	2195 	2578 	2158 	2830 	2966 	3040 	2907 	3216 	4076 	349 	427 	305 	398 	420 	281 	267 	258 	256 	190 	187 	355 	249 
IN,THS_T,IT_0ITRGG	: 	2 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	4 	5 	5 	0 	0 	0 	0 	0 	0 	0 	: 
IN,THS_T,IT_0ITRMA	: 	40 	9 	19 	35 	4 	4 	5 	26 	13 	6 	4 	7 	3 	3 	3 	4 	3 	2 	2 	3 	16 	19 
IN,THS_T,IT_0ITRMI	: 	: 	0 	: 	9 	2 	4 	42 	437 	417 	243 	295 	289 	518 	319 	436 	239 	286 	359 	433 	275 	292 	131 
IN,THS_T,IT_0ITRPT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	: 	0 	0 	1 	11 	17 	21 	27 
IN,THS_T,IT_0ITRRO	7 	2 	1 	1 	2 	2 	0 	0 	0 	1 	5 	4 	3 	19 	35 	24 	35 	13 	7 	0 	13 	17 	19 
IN,THS_T,IT_0ITSAL	3936 	3934 	3552 	3674 	3739 	3744 	3312 	2848 	2959 	2717 	2378 	3526 	4333 	2833 	2603 	3068 	2859 	2298 	1400 	1318 	1432 	1726 	1864 
IN,THS_T,IT_0ITSAT	: 	1 	1 	1 	5 	8 	3 	3 	20 	13 	15 	15 	16 	16 	16 	17 	6 	3 	7 	: 	16 	20 	436 
IN,THS_T,IT_0ITSDB	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 	15 	22 
IN,THS_T,IT_0ITSIR	5817 	13 	60 	36 	6 	13 	2 	43 	1 	11 	36 	16 	107 	177 	57 	55 	65 	49 	42 	66 	97 	815 	860 
IN,THS_T,IT_0ITSLA	: 	42 	30 	1 	21 	4 	70 	53 	33 	27 	24 	31 	43 	37 	38 	24 	20 	64 	35 	9 	0 	1 	33 
IN,THS_T,IT_0ITSML	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 
IN,THS_T,IT_0ITSPA	: 	3596 	3709 	4478 	4178 	4718 	5671 	5890 	6307 	7735 	7557 	8687 	9246 	8463 	12668 	10164 	10551 	10395 	11534 	10333 	4721 	6003 	6668 
IN,THS_T,IT_0ITSPE	8759 	6695 	7346 	6660 	6049 	6258 	5757 	6142 	8000 	9027 	7109 	9729 	10033 	9231 	8141 	8436 	9694 	8604 	8000 	8022 	9836 	8112 	9321 
IN,THS_T,IT_0ITSRE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 
IN,THS_T,IT_0ITSTE	: 	17 	10 	11 	1 	6 	2 	5 	8 	7 	33 	7 	4 	8 	9 	9 	10 	12 	10 	27 	75 	65 	117 
IN,THS_T,IT_0ITSTR	: 	2 	0 	5 	30 	45 	27 	24 	19 	10 	12 	17 	17 	17 	22 	9 	8 	26 	14 	18 	2 	3 	26 
IN,THS_T,IT_0ITSVC	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	0 	: 	0 	0 	0 	49 	0 	0 	: 
IN,THS_T,IT_0ITSVN	11751 	11468 	10345 	10412 	10907 	9465 	12173 	11866 	12245 	10937 	12301 	14514 	13699 	13653 	13129 	12716 	11446 	11788 	11837 	11697 	10438 	12243 	9577 
IN,THS_T,IT_0ITTAL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	0 	0 	0 	0 	0 	1 	: 	4 	6 	41 
IN,THS_T,IT_0ITTAR	9480 	12028 	12201 	13253 	11397 	12700 	14849 	19420 	24573 	20455 	23983 	29841 	29430 	30149 	29246 	23766 	22198 	20406 	23413 	22994 	22921 	25099 	22624 
IN,THS_T,IT_0ITTGR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	895 	1137 	844 
IN,THS_T,IT_0ITTMI	131 	8 	14 	8 	10 	22 	9 	19 	2 	1 	0 	5 	13 	16 	6 	30 	20 	6 	4 	17 	156 	7 	82 
IN,THS_T,IT_0ITTMT	49 	110 	164 	99 	58 	122 	164 	226 	187 	129 	185 	190 	237 	170 	159 	31 	128 	15 	37 	5 	: 	: 	83 
IN,THS_T,IT_0ITTNI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
IN,THS_T,IT_0ITTOA	936 	745 	692 	594 	519 	574 	628 	537 	800 	652 	605 	634 	619 	679 	519 	443 	98 	505 	466 	223 	365 	362 	539 
IN,THS_T,IT_0ITTPS	477 	222 	167 	152 	91 	129 	252 	585 	707 	509 	220 	399 	826 	566 	558 	467 	393 	404 	214 	251 	477 	1588 	368 
IN,THS_T,IT_0ITTRC	0 	10 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	5 	7 	5 
IN,THS_T,IT_0ITTRI	: 	361 	159 	168 	98 	123 	137 	832 	905 	876 	613 	538 	629 	645 	845 	938 	1160 	1113 	1041 	701 	464 	499 	239 
IN,THS_T,IT_0ITTRS	49592 	45570 	48715 	43301 	41452 	40404 	39842 	35062 	34735 	33313 	37170 	32728 	35927 	40255 	39658 	38383 	38035 	39313 	40665 	39578 	31060 	37008 	37584 
IN,THS_T,IT_0ITTVC	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91 	109 	90 	: 	6 	: 
IN,THS_T,IT_0ITUST	70 	27 	38 	12 	14 	22 	52 	58 	148 	89 	26 	69 	32 	10 	26 	64 	19 	22 	30 	0 	0 	0 	8 
IN,THS_T,IT_0ITVCE	20689 	19920 	19577 	19661 	18089 	16389 	18365 	20325 	21482 	21654 	22783 	25207 	27481 	27332 	26643 	25537 	25106 	23813 	22508 	22464 	19875 	19448 	18428 
IN,THS_T,IT_0ITVDA	: 	232 	151 	178 	146 	149 	126 	149 	187 	218 	112 	185 	213 	211 	239 	114 	124 	168 	137 	193 	128 	144 	137 
IN,THS_T,IT_0ITVIA	: 	4 	5 	: 	: 	30 	: 	: 	0 	: 	: 	: 	: 	0 	: 	2 	: 	16 	30 	33 	27 	42 	38 
IN,THS_T,IT_0ITVIE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
IN,THS_T,IT_0ITVSO	269 	290 	288 	264 	273 	261 	293 	430 	505 	416 	13 	414 	513 	554 	490 	552 	534 	480 	446 	351 	286 	378 	399 
IN,THS_T,IT_0ITVTT	: 	50 	64 	56 	26 	63 	60 	117 	58 	53 	8 	39 	25 	40 	157 	16 	122 	149 	32 	0 	8 	58 	59 
IN,THS_T,IT_0ITVUL	: 	2 	7 	5 	62 	85 	61 	75 	34 	32 	10 	57 	59 	42 	42 	23 	24 	34 	57 	7 	1 	6 	28 
IN,THS_T,IT_0ITVVA	: 	907 	520 	583 	721 	735 	858 	710 	920 	859 	832 	894 	962 	957 	954 	910 	872 	897 	853 	839 	864 	980 	769 
IN,THS_T,LT	19379 	18454 	18315 	16717 	14615 	14040 	16137 	15772 	16031 	15447 	13739 	15359 	10907 	8466 	4710 	4372 	4097 	3797 	3475 	: 	: 	: 	: 
IN,THS_T,LT_0LTBOT	9542 	9662 	9829 	9315 	8679 	7332 	8967 	8519 	8933 	9017 	8389 	9068 	4577 	2961 	: 	: 	: 	: 	: 	: 	: 	: 	: 
IN,THS_T,LT_0LTKLJ	9837 	8793 	8486 	7402 	5936 	6708 	7169 	7253 	7098 	6429 	5350 	6291 	6331 	5506 	4710 	4372 	4097 	3797 	3475 	: 	: 	: 	: 
IN,THS_T,LV	8563 	8153 	6811 	6403 	6774 	8478 	7658 	8482 	7432 	5136 	4419 	6113 	7672 	6787 	4679 	3549 	3794 	3319 	2498 	: 	: 	: 	: 
IN,THS_T,LV_0LV888	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	190 	187 	175 	64 	72 	12 	6 	: 	: 	: 	: 
IN,THS_T,LV_0LVLPX	753 	771 	613 	566 	912 	975 	1116 	1719 	1216 	656 	540 	640 	731 	658 	912 	734 	635 	609 	498 	: 	: 	: 	: 
IN,THS_T,LV_0LVMRX	34 	81 	62 	65 	49 	111 	56 	29 	0 	0 	0 	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
IN,THS_T,LV_0LVRIX	5105 	4723 	4139 	3829 	4050 	5034 	4563 	4700 	3966 	2922 	2397 	3039 	3492 	2873 	2388 	1855 	2320 	2145 	1598 	: 	: 	: 	: 
IN,THS_T,LV_0LVROJ	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
IN,THS_T,LV_0LVSAL	46 	54 	43 	79 	167 	69 	53 	69 	37 	53 	15 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
IN,THS_T,LV_0LVSKU	27 	40 	26 	35 	24 	28 	29 	26 	33 	22 	31 	35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
IN,THS_T,LV_0LVVNT	2598 	2483 	1928 	1830 	1571 	2262 	1840 	1939 	2180 	1482 	1436 	2380 	3259 	3069 	1204 	896 	768 	553 	396 	: 	: 	: 	: 
IN,THS_T,ME	: 	1180 	883 	808 	650 	708 	669 	753 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
IN,THS_T,ME_0MEBAR	: 	1180 	873 	798 	621 	677 	638 	706 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
IN,THS_T,ME_0MEKOT	: 	0 	10 	10 	29 	31 	32 	47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
IN,THS_T,MT	4560 	4032 	3676 	3370 	3409 	3158 	2841 	3084 	3121 	3602 	3205 	3189 	3077 	3347 	3321 	3027 	2976 	2900 	: 	: 	: 	: 	: 
IN,THS_T,MT_0MTCKW	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
IN,THS_T,MT_0MTMAR	3228 	2571 	2118 	1442 	1606 	1455 	1599 	1731 	1749 	1845 	1487 	1123 	1099 	1454 	1087 	903 	907 	900 	: 	: 	: 	: 	: 
IN,THS_T,MT_0MTMGZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
IN,THS_T,MT_0MTMLA	1332 	1461 	1559 	1928 	1803 	1704 	1242 	1353 	1372 	1757 	1718 	2066 	1978 	1893 	2234 	2124 	2069 	2000 	: 	: 	: 	: 	: 
IN,THS_T,NL	411611 	407509 	401327 	398284 	406668 	396812 	387095 	385935 	387082 	386335 	342767 	396728 	377125 	358912 	350952 	339510 	318489 	318088 	317330 	315850 	304167 	320015 	313210 
IN,THS_T,NL_0NL888	2347 	1906 	979 	897 	802 	551 	540 	883 	860 	1 	14 	6 	27 	19 	16 	10 	22 	36 	42 	49 	0 	21 	55 
IN,THS_T,NL_0NLABL	: 	: 	: 	: 	: 	: 	: 	: 	: 	125 	30 	122 	66 	178 	161 	143 	140 	137 	75 	7 	: 	17 	10 
IN,THS_T,NL_0NLAML	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	: 
IN,THS_T,NL_0NLAMS	66357 	63960 	64288 	62347 	64516 	66502 	63856 	62731 	61794 	63472 	59861 	71034 	61071 	56657 	51567 	51852 	45145 	52182 	52984 	49331 	44521 	44693 	43804 
IN,THS_T,NL_0NLBEV	: 	: 	: 	: 	: 	: 	: 	: 	: 	126 	149 	145 	195 	194 	121 	57 	42 	59 	118 	76 	: 	90 	121 
IN,THS_T,NL_0NLBGB	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	8 	: 	: 	5 
IN,THS_T,NL_0NLBOR	: 	: 	: 	: 	: 	: 	: 	: 	: 	25 	169 	153 	0 	5 	153 	20 	75 	138 	112 	451 	: 	957 	382 
IN,THS_T,NL_0NLBRK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	3 
IN,THS_T,NL_0NLBRS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0 	0 	: 	0 	0 	0 	0 	0 	: 	2 	5 
IN,THS_T,NL_0NLBZM	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 	19 	: 	: 	: 
IN,THS_T,NL_0NLCPI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	0 	: 	: 	: 	0 	: 
IN,THS_T,NL_0NLCUY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 
IN,THS_T,NL_0NLDEV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	8 
IN,THS_T,NL_0NLDHR	15 	0 	2 	2 	2 	10 	35 	3 	0 	123 	132 	106 	107 	110 	85 	32 	27 	46 	32 	36 	32 	40 	40 
IN,THS_T,NL_0NLDIN	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 	: 
IN,THS_T,NL_0NLDOI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 
IN,THS_T,NL_0NLDOR	: 	: 	2013 	1779 	1484 	1464 	1704 	1921 	2239 	1578 	505 	557 	805 	966 	1142 	1225 	1364 	1333 	1360 	1469 	1358 	1386 	1348 
IN,THS_T,NL_0NLDZL	4367 	5092 	4621 	4394 	4042 	2269 	1300 	1474 	1030 	961 	679 	1416 	1343 	1142 	1127 	1057 	1181 	1383 	1194 	1289 	998 	1076 	1060 
IN,THS_T,NL_0NLGDR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	: 	0 	0 	1 	: 	0 	0 
IN,THS_T,NL_0NLGEN	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	: 	: 	4 	: 	7 	: 
IN,THS_T,NL_0NLGNM	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 
IN,THS_T,NL_0NLGOR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	1 	2 	2 	0 	: 	1 	1 
IN,THS_T,NL_0NLGRA	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	11 	2 	27 	8 	14 	10 	9 	7 	0 	3 	: 	9 	9 
IN,THS_T,NL_0NLGRQ	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	3 	2 	0 	0 	2 	8 	0 	3 	6 	: 	30 	64 
IN,THS_T,NL_0NLGTB	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	0 	0 	4 	0 	2 	: 	0 
IN,THS_T,NL_0NLHAN	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	9 	1 	15 	0 	3 	0 	9 	6 	2 	15 	: 	: 	10 
IN,THS_T,NL_0NLHAR	582 	461 	594 	477 	258 	213 	165 	326 	238 	575 	204 	323 	555 	540 	454 	324 	265 	325 	355 	405 	483 	515 	422 
IN,THS_T,NL_0NLHAS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 
IN,THS_T,NL_0NLHGL	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	1 	: 	0 	0 	0 	0 	: 	0 	0 
IN,THS_T,NL_0NLHIA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0 
IN,THS_T,NL_0NLHRX	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	11 	22 	13 	16 	0 	1 	: 	4 	3 
IN,THS_T,NL_0NLHTB	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	2 	: 	1 	2 
IN,THS_T,NL_0NLHTN	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17 	: 
IN,THS_T,NL_0NLKAM	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	13 	7 	13 	17 	: 	24 	33 
IN,THS_T,NL_0NLKRP	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	1 	5 	: 	0 	1 
IN,THS_T,NL_0NLLAN	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	: 	: 	: 	: 	: 	: 
IN,THS_T,NL_0NLLCH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 	8 
IN,THS_T,NL_0NLLWR	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	1 	3 	1 	2 	: 	: 	9 	13 	11 	11 	: 	: 	5 
IN,THS_T,NL_0NLMEP	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 
IN,THS_T,NL_0NLMEW	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	: 
IN,THS_T,NL_0NLMID	: 	: 	: 	: 	: 	: 	: 	: 	: 	19 	5 	1 	0 	2 	1 	2 	1 	3 	7 	1 	: 	10 	5 
IN,THS_T,NL_0NLMIH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	10 	31 	19 	21 	56 	39 	36 	: 	11 	16 
IN,THS_T,NL_0NLMOE	3219 	3270 	3310 	2759 	3156 	3236 	3455 	3788 	4162 	4730 	3829 	4346 	3707 	4135 	3208 	2469 	2394 	2756 	2547 	3137 	2632 	2440 	2033 
IN,THS_T,NL_0NLMSB	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	2 	: 
IN,THS_T,NL_0NLMSL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	0 	0 	0 	: 	: 	0 	0 
IN,THS_T,NL_0NLMSS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23 	43 	23 	52 	: 	: 	: 
IN,THS_T,NL_0NLMST	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	11 	12 	: 	8 	7 
IN,THS_T,NL_0NLNIJ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	3 	: 	25 	46 	48 	81 	: 	70 	103 
IN,THS_T,NL_0NLNLK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	1 	: 	0 	0 	: 	: 	: 	4 
IN,THS_T,NL_0NLOAI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	15 	30 	49 	35 	28 	38 	60 	29 	: 	91 	90 
IN,THS_T,NL_0NLOMD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	0 	12 	0 	: 	14 	12 
IN,THS_T,NL_0NLOOS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	4 	: 	: 	1 	: 	6 	11 
IN,THS_T,NL_0NLOSS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	4 	: 	2 	: 	15 	30 
IN,THS_T,NL_0NLOUG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	2 
IN,THS_T,NL_0NLPAP	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	: 	0 	5 
IN,THS_T,NL_0NLRAS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	1 
IN,THS_T,NL_0NLREW	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26 	: 
IN,THS_T,NL_0NLRHE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 
IN,THS_T,NL_0NLRID	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	1 	1 	1 	4 	3 	1 	6 	4 	: 	5 	0 
IN,THS_T,NL_0NLRNK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	0 	6 	10 	20 	20 	12 	15 	: 	15 	13 
IN,THS_T,NL_0NLROZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	10 	3 	20 	: 	13 	: 
IN,THS_T,NL_0NLRTM	304964 	303210 	298212 	298280 	304576 	294224 	288563 	287276 	286530 	287910 	254291 	294269 	283210 	272161 	268578 	259899 	244089 	238068 	237236 	238485 	231520 	245173 	239411 
IN,THS_T,NL_0NLSCE	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0 	3 	3 	1138 	1321 	1118 	1145 	1141 	1362 	1370 	1960 	2013 	1915 
IN,THS_T,NL_0NLSCI	: 	: 	: 	: 	: 	: 	: 	: 	: 	312 	282 	2 	9 	24 	75 	110 	281 	181 	183 	314 	: 	275 	259 
IN,THS_T,NL_0NLSLD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	: 	: 	: 	: 
IN,THS_T,NL_0NLSML	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	4 	12 	16 
IN,THS_T,NL_0NLSNK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 
IN,THS_T,NL_0NLSTE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	5 	3 	: 	5 	24 	25 	23 	25 	11 	: 	0 
IN,THS_T,NL_0NLSVG	: 	: 	: 	: 	: 	: 	: 	: 	: 	34 	11 	39 	50 	75 	67 	57 	143 	218 	213 	251 	: 	206 	176 
IN,THS_T,NL_0NLTEX	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 
IN,THS_T,NL_0NLTIE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	4 	: 	29 	15 
IN,THS_T,NL_0NLTNZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	10025 	8038 	8653 	9666 	8844 	9241 	8718 	8928 	9022 	8194 	6868 	7242 	6959 	7958 
IN,THS_T,NL_0NLUTC	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	1 	1 	10 	11 	3 	13 	: 	37 	67 
IN,THS_T,NL_0NLVEN	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	2 	4 	3 	9 	3 	1 	: 	: 	: 	: 
IN,THS_T,NL_0NLVIE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 
IN,THS_T,NL_0NLVLA	4161 	4636 	5175 	4936 	4713 	4458 	4786 	4999 	5644 	4505 	2712 	1936 	2358 	1224 	2079 	1385 	2199 	1565 	1361 	1894 	1968 	2491 	2341 
IN,THS_T,NL_0NLVLI	: 	: 	: 	: 	: 	: 	: 	: 	: 	11706 	11675 	13460 	13695 	11251 	11222 	10617 	10344 	8843 	9297 	9644 	10965 	10571 	10696 
IN,THS_T,NL_0NLWCM	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 
IN,THS_T,NL_0NLWGW	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	6 	: 	19 	22 
IN,THS_T,NL_0NLWKD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	: 	1 
IN,THS_T,NL_0NLWTE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 
IN,THS_T,NL_0NLZAA	: 	: 	: 	: 	: 	: 	: 	: 	: 	69 	111 	115 	156 	149 	146 	194 	320 	218 	209 	259 	358 	446 	459 
IN,THS_T,NL_0NLZSP	25601 	24974 	22133 	22412 	23119 	23885 	22692 	22533 	24585 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
IN,THS_T,NL_0NLZWI	: 	: 	: 	: 	: 	: 	: 	: 	: 	28 	50 	18 	32 	37 	65 	105 	138 	109 	148 	117 	112 	115 	122 
IN,THS_T,NL_0NLZWO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	5 	: 	: 	: 	14 	8 
IN,THS_T,NO	62514 	66938 	61355 	59333 	62347 	63459 	65631 	62083 	60315 	58975 	55833 	60563 	63914 	62229 	65688 	64918 	62769 	65421 	: 	: 	: 	: 	: 
IN,THS_T,NO_0NO720	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
IN,THS_T,NO_0NO888	1776 	1476 	1415 	3227 	2318 	5948 	6586 	3141 	3166 	2942 	2155 	2919 	2903 	2900 	7239 	7043 	4329 	7784 	: 	: 	: 	: 	: 
IN,THS_T,NO_0NO88N	1447 	1153 	1021 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
IN,THS_T,NO_0NO88S	2652 	5707 	2009 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
IN,THS_T,NO_0NOAAF	: 	: 	: 	: 	: 	: 	: 	19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
