,unit,carriage,c_unload,geo,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982
1127,MIO_TKM,HIRE,PL,BE,36.0,12.0,,,,12.0,27.0,12.0,12.0,3.0,6.0,3.0,9.0,2.0,7.0,4.0,30.0,57.0,40.0,49.0,17.0,,,,,,,,,,,,,,,,,
1128,MIO_TKM,HIRE,PL,BG,144.0,325.0,516.0,294.0,33.0,165.0,84.0,24.0,157.0,60.0,17.0,58.0,96.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,
1129,MIO_TKM,HIRE,PL,CH,,5.0,,17.0,,,,59.0,22.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,MIO_TKM,HIRE,PL,CY,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
1131,MIO_TKM,HIRE,PL,CZ,201.0,145.0,148.0,168.0,202.0,239.0,234.0,280.0,361.0,323.0,271.0,407.0,301.0,355.0,364.0,387.0,562.0,368.0,486.0,574.0,,,,,,,,,,,,,,,,,,
1132,MIO_TKM,HIRE,PL,DE,432.0,486.0,441.0,514.0,470.0,407.0,343.0,412.0,465.0,481.0,454.0,626.0,593.0,443.0,436.0,395.0,495.0,356.0,402.0,393.0,399.0,252.0,427.0,337.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1133,MIO_TKM,HIRE,PL,DK,45.0,6.0,12.0,8.0,14.0,2.0,20.0,19.0,31.0,10.0,63.0,19.0,69.0,31.0,23.0,31.0,20.0,37.0,25.0,54.0,61.0,82.0,59.0,50.0,67.0,109.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1134,MIO_TKM,HIRE,PL,EE,41.0,25.0,52.0,64.0,66.0,45.0,35.0,38.0,44.0,42.0,68.0,46.0,70.0,56.0,49.0,19.0,33.0,,,,,,,,,,,,,,,,,,,,,
1135,MIO_TKM,HIRE,PL,EL,156.0,7.0,134.0,76.0,3.0,22.0,18.0,19.0,31.0,28.0,14.0,,238.0,47.0,40.0,68.0,64.0,,,,,140.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1136,MIO_TKM,HIRE,PL,ES,451.0,226.0,356.0,120.0,220.0,519.0,225.0,364.0,245.0,255.0,304.0,343.0,198.0,190.0,122.0,251.0,100.0,199.0,212.0,152.0,97.0,220.0,119.0,313.0,59.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,
1137,MIO_TKM,HIRE,PL,EU15,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,127.0,,,,,,,,,,
1138,MIO_TKM,HIRE,PL,FI,,,3.0,,,,,,,1.0,8.0,,,30.0,,7.0,2.0,,10.0,17.0,2.0,0.0,,,,,,,,,,,,,,,,
1139,MIO_TKM,HIRE,PL,FR,51.0,3.0,5.0,42.0,5.0,3.0,16.0,,8.0,,9.0,19.0,12.0,17.0,21.0,32.0,4.0,52.0,56.0,71.0,77.0,64.0,0.0,138.0,48.0,90.0,117.0,57.0,67.0,,23.0,18.0,11.0,,,,,
1140,MIO_TKM,HIRE,PL,HR,30.0,10.0,36.0,42.0,50.0,24.0,44.0,33.0,38.0,19.0,30.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,MIO_TKM,HIRE,PL,HU,149.0,68.0,141.0,136.0,112.0,126.0,101.0,138.0,114.0,79.0,114.0,104.0,150.0,92.0,119.0,89.0,78.0,117.0,144.0,,,,,,,,,,,,,,,,,,,
1142,MIO_TKM,HIRE,PL,IE,,7.0,6.0,3.0,12.0,2.0,3.0,,,11.0,12.0,,20.0,12.0,12.0,25.0,54.0,26.0,14.0,,6.0,,,,,,,,,,,,,,,,,
1143,MIO_TKM,HIRE,PL,IT,28.0,31.0,28.0,14.0,15.0,151.0,267.0,4.0,,43.0,50.0,,196.0,244.0,216.0,153.0,218.0,291.0,249.0,181.0,316.0,,170.0,117.0,58.0,27.0,26.0,28.0,,76.0,,,,,,,,
1144,MIO_TKM,HIRE,PL,LT,252.0,254.0,382.0,324.0,256.0,377.0,323.0,345.0,264.0,245.0,210.0,249.0,208.0,154.0,146.0,140.0,126.0,,,,,,,,,,,,,,,,,,,,,
1145,MIO_TKM,HIRE,PL,LU,2.0,8.0,,0.0,1.0,2.0,1.0,,,,2.0,2.0,,1.0,1.0,,,2.0,,,5.0,,0.0,,,1.0,,7.0,,,,,,,,,,
1146,MIO_TKM,HIRE,PL,LV,36.0,77.0,129.0,144.0,95.0,166.0,92.0,157.0,109.0,64.0,67.0,115.0,134.0,73.0,32.0,61.0,95.0,159.0,,,,,,,,,,,,,,,,,,,,
1147,MIO_TKM,HIRE,PL,NL,41.0,46.0,39.0,33.0,112.0,73.0,78.0,61.0,111.0,142.0,111.0,94.0,120.0,117.0,97.0,105.0,70.0,108.0,103.0,118.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,79.0,,,,,,,
1148,MIO_TKM,HIRE,PL,NO,,4.0,33.0,,,2.0,59.0,8.0,5.0,4.0,2.0,8.0,9.0,12.0,9.0,14.0,20.0,13.0,11.0,18.0,16.0,0.0,0.0,,,,,,,,,,,,,,,
1149,MIO_TKM,HIRE,PL,PT,61.0,98.0,56.0,19.0,34.0,168.0,201.0,55.0,155.0,45.0,70.0,31.0,68.0,81.0,18.0,,,2.0,13.0,,24.0,84.0,65.0,55.0,,,,,,,,,,,,,,
1150,MIO_TKM,HIRE,PL,RO,325.0,286.0,147.0,222.0,135.0,117.0,113.0,66.0,108.0,86.0,38.0,146.0,156.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,
1151,MIO_TKM,HIRE,PL,SE,1.0,3.0,3.0,7.0,5.0,10.0,10.0,2.0,15.0,12.0,1.0,3.0,4.0,10.0,3.0,1.0,10.0,2.0,7.0,3.0,8.0,9.0,3.0,7.0,203.0,,,,,,,,,,,,,
1152,MIO_TKM,HIRE,PL,SI,121.0,86.0,74.0,111.0,79.0,76.0,99.0,51.0,60.0,97.0,102.0,135.0,101.0,76.0,80.0,88.0,53.0,57.0,59.0,,,,,,,,,,,,,,,,,,,
1153,MIO_TKM,HIRE,PL,SK,167.0,111.0,148.0,115.0,105.0,110.0,196.0,222.0,195.0,144.0,89.0,189.0,294.0,179.0,223.0,206.0,103.0,,,,,,,,,,,,,,,,,,,,,
1154,MIO_TKM,HIRE,PL,UK,12.0,11.0,11.0,8.0,7.0,2.0,4.0,2.0,6.0,11.0,8.0,10.0,11.0,4.0,7.0,,9.0,10.0,26.0,16.0,47.0,67.0,107.0,120.0,61.0,54.0,38.0,35.0,39.0,2.0,7.0,,,,,,,
1155,MIO_TKM,HIRE,PT,AT,,3.0,12.0,,,,,4.0,3.0,10.0,,4.0,,,7.0,12.0,8.0,11.0,10.0,15.0,10.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,
1156,MIO_TKM,HIRE,PT,BE,31.0,,,1.0,7.0,1.0,25.0,22.0,5.0,22.0,15.0,13.0,12.0,9.0,34.0,20.0,64.0,33.0,53.0,51.0,41.0,79.0,12.0,32.0,30.0,94.0,78.0,97.0,93.0,32.0,83.0,24.0,53.0,36.0,,,,
1157,MIO_TKM,HIRE,PT,BG,36.0,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,MIO_TKM,HIRE,PT,CH,,,,,,,,,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,MIO_TKM,HIRE,PT,CY,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,MIO_TKM,HIRE,PT,CZ,26.0,72.0,77.0,116.0,79.0,51.0,134.0,,22.0,79.0,101.0,67.0,42.0,104.0,138.0,106.0,,9.0,66.0,,,,,,,,,,,,,,,,,,,
1161,MIO_TKM,HIRE,PT,DE,306.0,193.0,197.0,225.0,282.0,336.0,245.0,319.0,222.0,166.0,160.0,164.0,289.0,139.0,167.0,107.0,206.0,160.0,283.0,333.0,262.0,355.0,385.0,292.0,241.0,0.0,139.0,148.0,148.0,144.0,176.0,176.0,162.0,129.0,0.0,0.0,0.0,0.0
1162,MIO_TKM,HIRE,PT,DK,,,,,,,,12.0,7.0,6.0,,,8.0,12.0,39.0,31.0,54.0,55.0,67.0,60.0,46.0,21.0,66.0,101.0,110.0,141.0,77.0,56.0,58.0,68.0,57.0,46.0,37.0,30.0,12.0,0.0,0.0,0.0
1163,MIO_TKM,HIRE,PT,EE,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,MIO_TKM,HIRE,PT,EL,83.0,75.0,40.0,42.0,9.0,43.0,20.0,,7.0,,,6.0,12.0,23.0,15.0,51.0,49.0,,,,,0.0,0.0,1.0,0.0,1.0,11.0,8.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,
1165,MIO_TKM,HIRE,PT,ES,3140.0,2864.0,2627.0,2844.0,2362.0,2637.0,2241.0,2239.0,2591.0,2478.0,2719.0,2609.0,2627.0,2311.0,2304.0,2234.0,2091.0,2085.0,2011.0,2124.0,1766.0,1848.0,1455.0,1392.0,1067.0,1164.0,981.0,865.0,771.0,484.0,624.0,478.0,605.0,541.0,,,,
1166,MIO_TKM,HIRE,PT,EU15,,,,,,,,,,,,,,,,,,,,,,,,,,,2357.0,2199.0,,,,,,,,,,
1167,MIO_TKM,HIRE,PT,FI,,,,,,,,,,,6.0,5.0,3.0,2.0,11.0,,20.0,14.0,,24.0,13.0,27.0,12.0,0.0,,,,,,,,,,,,,,
1168,MIO_TKM,HIRE,PT,FR,1.0,14.0,63.0,31.0,19.0,71.0,19.0,32.0,103.0,78.0,84.0,44.0,127.0,78.0,130.0,71.0,145.0,138.0,167.0,178.0,409.0,385.0,437.0,526.0,649.0,627.0,583.0,530.0,551.0,454.0,268.0,320.0,303.0,147.0,136.0,180.0,155.0,0.0
1169,MIO_TKM,HIRE,PT,HR,,,,,7.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,MIO_TKM,HIRE,PT,HU,39.0,46.0,23.0,16.0,32.0,33.0,25.0,3.0,17.0,67.0,55.0,6.0,65.0,61.0,25.0,28.0,34.0,16.0,26.0,,,,,,,,,,,,,,,,,,,
1171,MIO_TKM,HIRE,PT,IE,13.0,,6.0,10.0,3.0,3.0,6.0,,,6.0,8.0,59.0,31.0,15.0,19.0,34.0,13.0,4.0,3.0,,,,,,,,,,15.0,19.0,,4.0,,3.0,,,,
1172,MIO_TKM,HIRE,PT,IT,67.0,,34.0,29.0,,71.0,18.0,,,63.0,47.0,49.0,106.0,75.0,198.0,151.0,118.0,116.0,92.0,195.0,139.0,,62.0,301.0,103.0,144.0,136.0,147.0,298.0,,112.0,,,,,,,
1173,MIO_TKM,HIRE,PT,LT,46.0,11.0,,26.0,22.0,5.0,57.0,34.0,13.0,,,18.0,,1.0,16.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,
1174,MIO_TKM,HIRE,PT,LU,,,,0.0,,,3.0,,,,3.0,,3.0,,,2.0,6.0,,1.0,,6.0,,,0.0,0.0,9.0,,8.0,,,,,,,,,,
1175,MIO_TKM,HIRE,PT,LV,,,,23.0,20.0,,,25.0,,21.0,,22.0,,,13.0,11.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,
1176,MIO_TKM,HIRE,PT,NL,13.0,8.0,,20.0,8.0,17.0,27.0,6.0,21.0,17.0,50.0,35.0,92.0,49.0,37.0,56.0,69.0,93.0,101.0,114.0,117.0,111.0,118.0,123.0,122.0,142.0,182.0,179.0,145.0,123.0,131.0,133.0,98.0,73.0,0.0,39.0,0.0,0.0
1177,MIO_TKM,HIRE,PT,NO,,0.0,,,,,,,,21.0,10.0,21.0,16.0,,29.0,34.0,5.0,33.0,8.0,8.0,12.0,0.0,0.0,,,,,,,,,,,,,,,
1178,MIO_TKM,HIRE,PT,PL,219.0,488.0,382.0,271.0,248.0,180.0,286.0,206.0,68.0,321.0,275.0,133.0,159.0,160.0,67.0,85.0,,,,,,,,,,,,,,,,,,,,,,
1179,MIO_TKM,HIRE,PT,RO,18.0,17.0,42.0,34.0,19.0,15.0,38.0,25.0,50.0,49.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,MIO_TKM,HIRE,PT,SE,,,,,,,,,3.0,,,,6.0,2.0,8.0,2.0,2.0,12.0,,32.0,10.0,7.0,9.0,8.0,23.0,,,,,,,,,,,,,
1181,MIO_TKM,HIRE,PT,SI,16.0,,17.0,,3.0,21.0,,,,37.0,18.0,26.0,38.0,46.0,10.0,16.0,6.0,,,,,,,,,,,,,,,,,,,,,
1182,MIO_TKM,HIRE,PT,SK,,52.0,127.0,37.0,43.0,124.0,,,33.0,,25.0,,70.0,34.0,36.0,,50.0,,,,,,,,,,,,,,,,,,,,,
1183,MIO_TKM,HIRE,PT,UK,9.0,12.0,8.0,19.0,1.0,6.0,3.0,21.0,19.0,46.0,26.0,12.0,17.0,29.0,39.0,61.0,50.0,58.0,63.0,126.0,161.0,186.0,206.0,272.0,201.0,172.0,170.0,161.0,117.0,126.0,96.0,81.0,72.0,16.0,8.0,8.0,14.0,9.0
1184,MIO_TKM,HIRE,RO,AT,,3.0,3.0,1.0,10.0,,,13.0,8.0,4.0,6.0,50.0,61.0,72.0,53.0,50.0,40.0,45.0,37.0,32.0,21.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,
1185,MIO_TKM,HIRE,RO,BE,,,2.0,,4.0,,,,,,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,
1186,MIO_TKM,HIRE,RO,BG,297.0,260.0,363.0,382.0,296.0,291.0,425.0,258.0,160.0,189.0,181.0,178.0,107.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,
1187,MIO_TKM,HIRE,RO,CH,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,MIO_TKM,HIRE,RO,CY,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1189,MIO_TKM,HIRE,RO,CZ,17.0,72.0,95.0,52.0,148.0,93.0,111.0,130.0,150.0,168.0,175.0,215.0,265.0,327.0,142.0,179.0,114.0,171.0,28.0,55.0,,,,,,,,,,,,,,,,,,
1190,MIO_TKM,HIRE,RO,DE,32.0,3.0,66.0,31.0,26.0,40.0,46.0,19.0,27.0,7.0,95.0,91.0,58.0,190.0,140.0,62.0,62.0,87.0,114.0,133.0,110.0,92.0,90.0,7.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1191,MIO_TKM,HIRE,RO,DK,,,,,,,,2.0,,,11.0,8.0,,,,,4.0,3.0,4.0,20.0,29.0,28.0,17.0,,14.0,17.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1192,MIO_TKM,HIRE,RO,EE,,,,,12.0,29.0,,,,,,9.0,12.0,,,10.0,28.0,,,,,,,,,,,,,,,,,,,,,
1193,MIO_TKM,HIRE,RO,EL,141.0,163.0,63.0,4.0,3.0,11.0,9.0,,4.0,22.0,5.0,3.0,24.0,33.0,8.0,8.0,11.0,,,,,30.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1194,MIO_TKM,HIRE,RO,ES,13.0,16.0,,13.0,,28.0,23.0,37.0,111.0,,31.0,75.0,88.0,30.0,,26.0,,24.0,,,,,,,25.0,,,0.0,0.0,,,0.0,,,,,,
1195,MIO_TKM,HIRE,RO,EU15,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,66.0,,,,,,,,,,
1196,MIO_TKM,HIRE,RO,FI,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,
1197,MIO_TKM,HIRE,RO,FR,,,,,,15.0,,3.0,,,6.0,,,,,5.0,7.0,11.0,36.0,19.0,43.0,31.0,0.0,53.0,41.0,48.0,34.0,32.0,19.0,25.0,44.0,7.0,,,,,,
1198,MIO_TKM,HIRE,RO,HR,21.0,32.0,43.0,39.0,21.0,28.0,21.0,29.0,11.0,37.0,35.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,MIO_TKM,HIRE,RO,HU,231.0,222.0,227.0,357.0,277.0,286.0,278.0,377.0,360.0,379.0,480.0,563.0,469.0,295.0,213.0,137.0,69.0,93.0,91.0,,,,,,,,,,,,,,,,,,,
1200,MIO_TKM,HIRE,RO,IE,10.0,,,8.0,4.0,,,1.0,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,
1201,MIO_TKM,HIRE,RO,IT,8.0,24.0,97.0,30.0,26.0,39.0,47.0,,4.0,105.0,180.0,187.0,226.0,345.0,257.0,251.0,190.0,112.0,241.0,113.0,172.0,,133.0,140.0,160.0,11.0,11.0,12.0,22.0,13.0,,,,,,,,
1202,MIO_TKM,HIRE,RO,LI,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
1203,MIO_TKM,HIRE,RO,LT,30.0,71.0,35.0,8.0,10.0,37.0,34.0,31.0,35.0,,38.0,24.0,,21.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,
1204,MIO_TKM,HIRE,RO,LU,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,5.0,,,,,,,,,,
1205,MIO_TKM,HIRE,RO,LV,20.0,,,55.0,,,,4.0,,14.0,8.0,7.0,,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
1206,MIO_TKM,HIRE,RO,NL,15.0,3.0,49.0,24.0,4.0,,20.0,8.0,29.0,25.0,72.0,51.0,36.0,1.0,58.0,31.0,35.0,49.0,43.0,59.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,12.0,,,,,,,
1207,MIO_TKM,HIRE,RO,NO,,,,,,,,,,,,,12.0,,,1.0,,3.0,,7.0,,0.0,,,,,,,,,,,,,,,,
1208,MIO_TKM,HIRE,RO,PL,1617.0,1307.0,1332.0,1296.0,1098.0,721.0,977.0,810.0,876.0,667.0,738.0,664.0,496.0,318.0,379.0,291.0,,,,,,,,,,,,,,,,,,,,,,
1209,MIO_TKM,HIRE,RO,PT,,16.0,6.0,6.0,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,
1210,MIO_TKM,HIRE,RO,SE,,20.0,14.0,,,4.0,7.0,15.0,3.0,2.0,17.0,,25.0,15.0,19.0,,6.0,15.0,3.0,2.0,12.0,17.0,6.0,8.0,13.0,,,,,,,,,,,,,
1211,MIO_TKM,HIRE,RO,SI,25.0,13.0,7.0,27.0,12.0,14.0,13.0,14.0,43.0,50.0,68.0,110.0,74.0,45.0,97.0,44.0,26.0,16.0,12.0,,,,,,,,,,,,,,,,,,,
1212,MIO_TKM,HIRE,RO,SK,163.0,135.0,199.0,223.0,144.0,166.0,124.0,85.0,118.0,94.0,164.0,131.0,106.0,51.0,91.0,46.0,107.0,,,,,,,,,,,,,,,,,,,,,
1213,MIO_TKM,HIRE,RO,UK,,23.0,33.0,,,4.0,,,11.0,16.0,16.0,0.0,,3.0,,3.0,19.0,17.0,24.0,49.0,27.0,62.0,47.0,48.0,45.0,22.0,25.0,17.0,31.0,3.0,,,,,,,,
1214,MIO_TKM,HIRE,RS,AT,5.0,4.0,,,2.0,6.0,8.0,4.0,2.0,6.0,,13.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
1215,MIO_TKM,HIRE,RS,BG,85.0,78.0,55.0,107.0,148.0,71.0,23.0,31.0,49.0,73.0,43.0,59.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,
1216,MIO_TKM,HIRE,RS,CZ,5.0,,9.0,,4.0,21.0,4.0,16.0,23.0,41.0,12.0,35.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,
1217,MIO_TKM,HIRE,RS,DE,,,,4.0,22.0,12.0,,,,5.0,23.0,18.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,
1218,MIO_TKM,HIRE,RS,EE,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,MIO_TKM,HIRE,RS,EL,25.0,,21.0,1.0,2.0,2.0,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
1220,MIO_TKM,HIRE,RS,ES,39.0,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,MIO_TKM,HIRE,RS,FI,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,MIO_TKM,HIRE,RS,FR,,,,4.0,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,MIO_TKM,HIRE,RS,HR,44.0,57.0,36.0,49.0,51.0,50.0,96.0,94.0,147.0,100.0,132.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,MIO_TKM,HIRE,RS,HU,35.0,14.0,34.0,23.0,42.0,34.0,43.0,25.0,26.0,16.0,25.0,35.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
1225,MIO_TKM,HIRE,RS,IT,2.0,,40.0,16.0,,,0.0,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,MIO_TKM,HIRE,RS,LT,,,,,,,10.0,,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
1227,MIO_TKM,HIRE,RS,LV,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,MIO_TKM,HIRE,RS,NL,1.0,16.0,,,,8.0,10.0,3.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,MIO_TKM,HIRE,RS,PL,36.0,57.0,71.0,68.0,75.0,44.0,26.0,16.0,52.0,29.0,46.0,24.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
1230,MIO_TKM,HIRE,RS,RO,18.0,9.0,4.0,17.0,9.0,7.0,3.0,7.0,5.0,15.0,7.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
1231,MIO_TKM,HIRE,RS,SE,,,,,,,,,2.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1232,MIO_TKM,HIRE,RS,SI,64.0,48.0,73.0,70.0,74.0,68.0,62.0,61.0,103.0,90.0,140.0,138.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,
1233,MIO_TKM,HIRE,RS,SK,,14.0,4.0,1.0,6.0,,,23.0,,25.0,23.0,30.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
1234,MIO_TKM,HIRE,RS,UK,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,MIO_TKM,HIRE,RS_ME,AT,,,,,,,,,,,,,,6.0,6.0,9.0,8.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,
1236,MIO_TKM,HIRE,RS_ME,BE,,,,,,,,,,,,,,,2.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,
1237,MIO_TKM,HIRE,RS_ME,BG,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,
1238,MIO_TKM,HIRE,RS_ME,CY,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1239,MIO_TKM,HIRE,RS_ME,CZ,,,,,,,,,,,,,,64.0,32.0,67.0,26.0,79.0,,55.0,,,,,,,,,,,,,,,,,,
1240,MIO_TKM,HIRE,RS_ME,DE,,,,,,,,,,,,,,13.0,8.0,8.0,,,18.0,2.0,17.0,8.0,1.0,11.0,,,,,,,,,,,,,,
1241,MIO_TKM,HIRE,RS_ME,DK,,,,,,,,,,,,,,,,,4.0,,14.0,13.0,2.0,0.0,4.0,6.0,,,,,,,,,,,,,,
1242,MIO_TKM,HIRE,RS_ME,EL,,,,,,,,,,,,,,,0.0,9.0,6.0,,,,,5.0,9.0,0.0,,,,,,,,,,,,,,
1243,MIO_TKM,HIRE,RS_ME,ES,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,
1244,MIO_TKM,HIRE,RS_ME,FI,,,,,,,,,,,,,,,,16.0,,,,,,,,0.0,,,,,,,,,,,,,,
1245,MIO_TKM,HIRE,RS_ME,FR,,,,,,,,,,,,,,,,,,15.0,0.0,12.0,22.0,,0.0,,,,,,,,,,,,,,,
1246,MIO_TKM,HIRE,RS_ME,HU,,,,,,,,,,,,,,7.0,17.0,6.0,2.0,21.0,8.0,,,,,,,,,,,,,,,,,,,
1247,MIO_TKM,HIRE,RS_ME,IT,,,,,,,,,,,,,,,9.0,5.0,23.0,42.0,61.0,30.0,8.0,,,,,,,,,,,,,,,,,
1248,MIO_TKM,HIRE,RS_ME,LT,,,,,,,,,,,,,,3.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,
1249,MIO_TKM,HIRE,RS_ME,LU,,,,,,,,,,,,,,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,
1250,MIO_TKM,HIRE,RS_ME,NL,,,,,,,,,,,,,,,,8.0,4.0,12.0,13.0,14.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1251,MIO_TKM,HIRE,RS_ME,NO,,,,,,,,,,,,,,,,,,,2.0,10.0,3.0,,,,,,,,,,,,,,,,,
1252,MIO_TKM,HIRE,RS_ME,PL,,,,,,,,,,,,,,69.0,12.0,17.0,,,,,,,,,,,,,,,,,,,,,,
1253,MIO_TKM,HIRE,RS_ME,RO,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,
1254,MIO_TKM,HIRE,RS_ME,SE,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,3.0,,,,,,,,,,,,,
1255,MIO_TKM,HIRE,RS_ME,SI,,,,,,,,,,,,,,106.0,128.0,88.0,102.0,107.0,90.0,,,,,,,,,,,,,,,,,,,
1256,MIO_TKM,HIRE,RS_ME,SK,,,,,,,,,,,,,,35.0,9.0,24.0,45.0,,,,,,,,,,,,,,,,,,,,,
1257,MIO_TKM,HIRE,RU,AT,3.0,4.0,3.0,,,,13.0,14.0,4.0,5.0,4.0,3.0,6.0,27.0,11.0,8.0,21.0,20.0,27.0,22.0,17.0,3.0,4.0,3.0,2.0,,,,,,,,,,,,,
1258,MIO_TKM,HIRE,RU,BE,,,,,,,,3.0,,,,,,,,,12.0,,,,4.0,,20.0,10.0,,,,,,,,,,,,,,
1259,MIO_TKM,HIRE,RU,BG,,26.0,66.0,220.0,165.0,103.0,13.0,200.0,274.0,39.0,319.0,181.0,195.0,267.0,,,,,,,,,,,,,,,,,,,,,,,,
1260,MIO_TKM,HIRE,RU,CH,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,MIO_TKM,HIRE,RU,CY,0.0,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
1262,MIO_TKM,HIRE,RU,CZ,88.0,206.0,151.0,190.0,346.0,291.0,417.0,432.0,330.0,138.0,142.0,155.0,190.0,387.0,126.0,371.0,349.0,133.0,424.0,170.0,,,,,,,,,,,,,,,,,,
1263,MIO_TKM,HIRE,RU,DE,20.0,6.0,,4.0,24.0,11.0,52.0,41.0,141.0,67.0,22.0,1.0,99.0,84.0,21.0,36.0,22.0,17.0,72.0,54.0,4.0,263.0,193.0,199.0,,,,,,,,,,,,,,
